S00.00XA@Unspecified superficial injury of scalp, initial encounter
S06.5X8D@Traum subdr hem w LOC w dth d/t oth cause bef reg consc,subs
S06.5X8S@Traum subdr hem w LOC w dth d/t oth cause bef reg consc,sqla
S06.5X9A@Traum subdr hem w LOC of unsp duration, init
S06.5X9D@Traum subdr hem w LOC of unsp duration, subs
S06.5X9S@Traum subdr hem w LOC of unsp duration, sequela
S06.6X0A@Traum subrac hem w/o loss of consciousness, init
S06.6X0D@Traum subrac hem w/o loss of consciousness, subs
S06.6X0S@Traum subrac hem w/o loss of consciousness, sequela
S06.6X1A@Traum subrac hem w LOC of 30 minutes or less, init
S06.6X1D@Traum subrac hem w LOC of 30 minutes or less, subs
S06.6X1S@Traum subrac hem w LOC of 30 minutes or less, sequela
S06.6X2A@Traum subrac hem w loss of consciousness of 31-59 min, init
S06.6X2D@Traum subrac hem w loss of consciousness of 31-59 min, subs
S06.6X2S@Traum subrac hem w LOC of 31-59 min, sequela
S06.6X3A@Traum subrac hem w LOC of 1-5 hrs 59 min, init
S06.6X3D@Traum subrac hem w LOC of 1-5 hrs 59 min, subs
S06.6X3S@Traum subrac hem w LOC of 1-5 hrs 59 min, sequela
S06.6X4A@Traum subrac hem w LOC of 6 hours to 24 hours, init
S06.6X4D@Traum subrac hem w LOC of 6 hours to 24 hours, subs
S06.6X4S@Traum subrac hem w LOC of 6 hours to 24 hours, sequela
S06.6X5A@Traum subrac hem w LOC >24 hr w ret consc lev, init
S06.6X5D@Traum subrac hem w LOC >24 hr w ret consc lev, subs
S06.6X5S@Traum subrac hem w LOC >24 hr w ret consc lev, sequela
S06.6X6A@Traum subrac hem w LOC >24 hr w/o ret consc w surv, init
S06.6X6D@Traum subrac hem w LOC >24 hr w/o ret consc w surv, subs
S06.6X6S@Traum subrac hem w LOC >24 hr w/o ret consc w surv, sequela
S06.6X7A@Traum subrac hem w LOC w death d/t brain inj bf consc, init
S06.6X7D@Traum subrac hem w LOC w death d/t brain inj bf consc, subs
S06.6X7S@Traum subrac hem w LOC w death d/t brain inj bf consc, sqla
S06.6X8A@Traum subrac hem w LOC w death d/t oth cause bf consc, init
S06.6X8D@Traum subrac hem w LOC w death d/t oth cause bf consc, subs
S06.6X8S@Traum subrac hem w LOC w death d/t oth cause bf consc, sqla
S06.6X9A@Traum subrac hem w LOC of unsp duration, init
S06.6X9D@Traum subrac hem w LOC of unsp duration, subs
S06.6X9S@Traum subrac hem w LOC of unsp duration, sequela
S06.810A@Injury of r int carotid, intcr w/o LOC, init
S06.810D@Injury of r int carotid, intcr w/o LOC, subs
S06.810S@Injury of r int carotid, intcr w/o LOC, sequela
S06.811A@Inj r int carotid, intcr w LOC of 30 minutes or less, init
S06.811D@Inj r int carotid, intcr w LOC of 30 minutes or less, subs
S06.811S@Inj r int crtd, intcr w LOC of 30 minutes or less, sequela
S06.812A@Injury of r int carotid, intcr w LOC of 31-59 min, init
S06.812D@Injury of r int carotid, intcr w LOC of 31-59 min, subs
S06.812S@Injury of r int carotid, intcr w LOC of 31-59 min, sequela
S06.813A@Injury of r int carotid, intcr w LOC of 1-5 hrs 59 min, init
S06.813D@Injury of r int carotid, intcr w LOC of 1-5 hrs 59 min, subs
S06.813S@Inj r int carotid, intcr w LOC of 1-5 hrs 59 min, sequela
S06.814A@Injury of r int carotid, intcr w LOC of 6-24 hrs, init
S06.814D@Injury of r int carotid, intcr w LOC of 6-24 hrs, subs
S06.814S@Injury of r int carotid, intcr w LOC of 6-24 hrs, sequela
S06.815A@Inj r int carotid, intcr w LOC >24 hr w ret consc lev, init
S06.815D@Inj r int carotid, intcr w LOC >24 hr w ret consc lev, subs
S06.815S@Inj r int crtd, intcr w LOC >24 hr w ret consc lev, sequela
S06.816A@Inj r int crtd,intcr w LOC >24 hr w/o ret consc w surv, init
S06.816D@Inj r int crtd,intcr w LOC >24 hr w/o ret consc w surv, subs
S06.816S@Inj r int crtd,intcr w LOC >24 hr w/o ret consc w surv, sqla
S06.817A@Inj r int crtd,intcr w LOC w dth d/t brain inj bf consc,init
S06.817D@Inj r int crtd,intcr w LOC w dth d/t brain inj bf consc,subs
S06.817S@Inj r int crtd,intcr w LOC w dth d/t brain inj bf consc,sqla
S06.818A@Inj r int crtd,intcr w LOC w dth d/t oth cause bf consc,init
S06.818D@Inj r int crtd,intcr w LOC w dth d/t oth cause bf consc,subs
S06.818S@Inj r int crtd,intcr w LOC w dth d/t oth cause bf consc,sqla
S06.819A@Injury of r int carotid, intcr w LOC of unsp duration, init
S06.819D@Injury of r int carotid, intcr w LOC of unsp duration, subs
S06.819S@Inj r int carotid, intcr w LOC of unsp duration, sequela
S06.820A@Injury of l int carotid, intcr w/o LOC, init
S06.820D@Injury of l int carotid, intcr w/o LOC, subs
S06.820S@Injury of l int carotid, intcr w/o LOC, sequela
S06.821A@Inj l int carotid, intcr w LOC of 30 minutes or less, init
S06.821D@Inj l int carotid, intcr w LOC of 30 minutes or less, subs
S06.821S@Inj l int crtd, intcr w LOC of 30 minutes or less, sequela
S06.822A@Injury of l int carotid, intcr w LOC of 31-59 min, init
S06.822D@Injury of l int carotid, intcr w LOC of 31-59 min, subs
S06.822S@Injury of l int carotid, intcr w LOC of 31-59 min, sequela
S06.823A@Injury of l int carotid, intcr w LOC of 1-5 hrs 59 min, init
S06.823D@Injury of l int carotid, intcr w LOC of 1-5 hrs 59 min, subs
S06.823S@Inj l int carotid, intcr w LOC of 1-5 hrs 59 min, sequela
S06.824A@Injury of l int carotid, intcr w LOC of 6-24 hrs, init
S06.824D@Injury of l int carotid, intcr w LOC of 6-24 hrs, subs
S06.824S@Injury of l int carotid, intcr w LOC of 6-24 hrs, sequela
S06.825A@Inj l int carotid, intcr w LOC >24 hr w ret consc lev, init
S06.825D@Inj l int carotid, intcr w LOC >24 hr w ret consc lev, subs
S06.825S@Inj l int crtd, intcr w LOC >24 hr w ret consc lev, sequela
S06.826A@Inj l int crtd,intcr w LOC >24 hr w/o ret consc w surv, init
S06.826D@Inj l int crtd,intcr w LOC >24 hr w/o ret consc w surv, subs
S06.826S@Inj l int crtd,intcr w LOC >24 hr w/o ret consc w surv, sqla
S06.827A@Inj l int crtd,intcr w LOC w dth d/t brain inj bf consc,init
S06.827D@Inj l int crtd,intcr w LOC w dth d/t brain inj bf consc,subs
S06.827S@Inj l int crtd,intcr w LOC w dth d/t brain inj bf consc,sqla
S06.828A@Inj l int crtd,intcr w LOC w dth d/t oth cause bf consc,init
S06.828D@Inj l int crtd,intcr w LOC w dth d/t oth cause bf consc,subs
S06.828S@Inj l int crtd,intcr w LOC w dth d/t oth cause bf consc,sqla
S06.829A@Injury of l int carotid, intcr w LOC of unsp duration, init
S06.829D@Injury of l int carotid, intcr w LOC of unsp duration, subs
S06.829S@Inj l int carotid, intcr w LOC of unsp duration, sequela
S06.890A@Intcran inj w/o loss of consciousness, init encntr
S06.890D@Intcran inj w/o loss of consciousness, subs encntr
S06.890S@Oth intracranial injury w/o loss of consciousness, sequela
S06.891A@Intcran inj w LOC of 30 minutes or less, init
S06.891D@Intcran inj w LOC of 30 minutes or less, subs
S06.891S@Intcran inj w LOC of 30 minutes or less, sequela
S06.892A@Intcran inj w loss of consciousness of 31-59 min, init
S06.892D@Intcran inj w loss of consciousness of 31-59 min, subs
S06.892S@Intcran inj w loss of consciousness of 31-59 min, sequela
S06.893A@Intcran inj w loss of consciousness of 1-5 hrs 59 min, init
S06.893D@Intcran inj w loss of consciousness of 1-5 hrs 59 min, subs
S06.893S@Intcran inj w LOC of 1-5 hrs 59 min, sequela
S06.894A@Intcran inj w LOC of 6 hours to 24 hours, init
S06.894D@Intcran inj w LOC of 6 hours to 24 hours, subs
S06.894S@Intcran inj w LOC of 6 hours to 24 hours, sequela
S06.895A@Intcran inj w LOC >24 hr w ret consc lev, init
S06.895D@Intcran inj w LOC >24 hr w ret consc lev, subs
S06.895S@Intcran inj w LOC >24 hr w ret consc lev, sequela
S06.896A@Intcran inj w LOC >24 hr w/o ret consc w surv, init
S06.896D@Intcran inj w LOC >24 hr w/o ret consc w surv, subs
S06.896S@Intcran inj w LOC >24 hr w/o ret consc w surv, sequela
S06.897A@Intcran inj w LOC w death due to brain injury bf consc, init
S06.897D@Intcran inj w LOC w death due to brain injury bf consc, subs
S06.897S@Intcran inj w LOC w death due to brain injury bf consc, sqla
S06.898A@Intcran inj w LOC w death due to oth cause bf consc, init
S06.898D@Intcran inj w LOC w death due to oth cause bf consc, subs
S06.898S@Intcran inj w LOC w death due to oth cause bf consc, sequela
S06.899A@Intcran inj w loss of consciousness of unsp duration, init
S06.899D@Intcran inj w loss of consciousness of unsp duration, subs
S06.899S@Intcran inj w LOC of unsp duration, sequela
S06.9X0A@Unsp intracranial injury w/o loss of consciousness, init
S06.9X0D@Unsp intracranial injury w/o loss of consciousness, subs
S06.9X0S@Unsp intracranial injury w/o loss of consciousness, sequela
S06.9X1A@Unsp intracranial injury w LOC of 30 minutes or less, init
S06.9X1D@Unsp intracranial injury w LOC of 30 minutes or less, subs
S06.9X1S@Unsp intcrn injury w LOC of 30 minutes or less, sequela
S06.9X2A@Unsp intracranial injury w LOC of 31-59 min, init
S06.9X2D@Unsp intracranial injury w LOC of 31-59 min, subs
S06.9X2S@Unsp intracranial injury w LOC of 31-59 min, sequela
S06.9X3A@Unsp intracranial injury w LOC of 1-5 hrs 59 min, init
S06.9X3D@Unsp intracranial injury w LOC of 1-5 hrs 59 min, subs
S06.9X3S@Unsp intracranial injury w LOC of 1-5 hrs 59 min, sequela
S06.9X4A@Unsp intracranial injury w LOC of 6 hours to 24 hours, init
S06.9X4D@Unsp intracranial injury w LOC of 6 hours to 24 hours, subs
S06.9X4S@Unsp intracranial injury w LOC of 6-24 hrs, sequela
S06.9X5A@Unsp intracranial injury w LOC >24 hr w ret consc lev, init
S06.9X5D@Unsp intracranial injury w LOC >24 hr w ret consc lev, subs
S06.9X5S@Unsp intcrn injury w LOC >24 hr w ret consc lev, sequela
S06.9X6A@Unsp intcrn injury w LOC >24 hr w/o ret consc w surv, init
S06.9X6D@Unsp intcrn injury w LOC >24 hr w/o ret consc w surv, subs
S06.9X6S@Unsp intcrn injury w LOC >24 hr w/o ret consc w surv, sqla
S06.9X7A@Unsp intcrn inj w LOC w death d/t brain inj bf consc, init
S06.9X7D@Unsp intcrn inj w LOC w death d/t brain inj bf consc, subs
S06.9X7S@Unsp intcrn inj w LOC w death d/t brain inj bf consc, sqla
S06.9X8A@Unsp intcrn inj w LOC w death d/t oth cause bf consc, init
S06.9X8D@Unsp intcrn inj w LOC w death d/t oth cause bf consc, subs
S06.9X8S@Unsp intcrn inj w LOC w death d/t oth cause bf consc, sqla
S06.9X9A@Unsp intracranial injury w LOC of unsp duration, init
S06.9X9D@Unsp intracranial injury w LOC of unsp duration, subs
S06.9X9S@Unsp intracranial injury w LOC of unsp duration, sequela
S07.0XXA@Crushing injury of face, initial encounter
S07.0XXD@Crushing injury of face, subsequent encounter
S07.0XXS@Crushing injury of face, sequela
S07.1XXA@Crushing injury of skull, initial encounter
S07.1XXD@Crushing injury of skull, subsequent encounter
S07.1XXS@Crushing injury of skull, sequela
S07.8XXA@Crushing injury of other parts of head, initial encounter
S07.8XXD@Crushing injury of other parts of head, subsequent encounter
S07.8XXS@Crushing injury of other parts of head, sequela
S07.9XXA@Crushing injury of head, part unspecified, initial encounter
S07.9XXD@Crushing injury of head, part unspecified, subs encntr
S07.9XXS@Crushing injury of head, part unspecified, sequela
S08.0XXA@Avulsion of scalp, initial encounter
S08.0XXD@Avulsion of scalp, subsequent encounter
S08.0XXS@Avulsion of scalp, sequela
S08.111A@Complete traumatic amputation of right ear, init encntr
S08.111D@Complete traumatic amputation of right ear, subs encntr
S08.111S@Complete traumatic amputation of right ear, sequela
S08.112A@Complete traumatic amputation of left ear, initial encounter
S08.112D@Complete traumatic amputation of left ear, subs encntr
S08.112S@Complete traumatic amputation of left ear, sequela
S08.119A@Complete traumatic amputation of unsp ear, init encntr
S08.119D@Complete traumatic amputation of unsp ear, subs encntr
S08.119S@Complete traumatic amputation of unspecified ear, sequela
S08.121A@Partial traumatic amputation of right ear, initial encounter
S08.121D@Partial traumatic amputation of right ear, subs encntr
S08.121S@Partial traumatic amputation of right ear, sequela
S08.122A@Partial traumatic amputation of left ear, initial encounter
S08.122D@Partial traumatic amputation of left ear, subs encntr
S08.122S@Partial traumatic amputation of left ear, sequela
S08.129A@Partial traumatic amputation of unspecified ear, init encntr
S08.129D@Partial traumatic amputation of unspecified ear, subs encntr
S08.129S@Partial traumatic amputation of unspecified ear, sequela
S08.811A@Complete traumatic amputation of nose, initial encounter
S08.811D@Complete traumatic amputation of nose, subsequent encounter
S08.811S@Complete traumatic amputation of nose, sequela
S08.812A@Partial traumatic amputation of nose, initial encounter
S08.812D@Partial traumatic amputation of nose, subsequent encounter
S08.812S@Partial traumatic amputation of nose, sequela
S08.89XA@Traumatic amputation of other parts of head, init encntr
S08.89XD@Traumatic amputation of other parts of head, subs encntr
S08.89XS@Traumatic amputation of other parts of head, sequela
S09.0XXA@Injury of blood vessels of head, NEC, init
S09.0XXD@Injury of blood vessels of head, NEC, subs
S09.0XXS@Injury of blood vessels of head, NEC, sequela
S09.10XA@Unspecified injury of muscle and tendon of head, init encntr
S09.10XD@Unspecified injury of muscle and tendon of head, subs encntr
S09.10XS@Unspecified injury of muscle and tendon of head, sequela
S09.11XA@Strain of muscle and tendon of head, initial encounter
S09.11XD@Strain of muscle and tendon of head, subsequent encounter
S09.11XS@Strain of muscle and tendon of head, sequela
S09.12XA@Laceration of muscle and tendon of head, initial encounter
S09.12XD@Laceration of muscle and tendon of head, subs encntr
S09.12XS@Laceration of muscle and tendon of head, sequela
S09.19XA@Oth injury of muscle and tendon of head, init encntr
S09.19XD@Oth injury of muscle and tendon of head, subs encntr
S09.19XS@Other specified injury of muscle and tendon of head, sequela
S09.20XA@Traumatic rupture of unspecified ear drum, initial encounter
S09.20XD@Traumatic rupture of unspecified ear drum, subs encntr
S09.20XS@Traumatic rupture of unspecified ear drum, sequela
S09.21XA@Traumatic rupture of right ear drum, initial encounter
S09.21XD@Traumatic rupture of right ear drum, subsequent encounter
S09.21XS@Traumatic rupture of right ear drum, sequela
S09.22XA@Traumatic rupture of left ear drum, initial encounter
S09.22XD@Traumatic rupture of left ear drum, subsequent encounter
S09.22XS@Traumatic rupture of left ear drum, sequela
S09.301A@Unsp injury of right middle and inner ear, init encntr
S09.301D@Unsp injury of right middle and inner ear, subs encntr
S09.301S@Unspecified injury of right middle and inner ear, sequela
S09.302A@Unspecified injury of left middle and inner ear, init encntr
S09.302D@Unspecified injury of left middle and inner ear, subs encntr
S09.302S@Unspecified injury of left middle and inner ear, sequela
S09.309A@Unsp injury of unspecified middle and inner ear, init encntr
S09.309D@Unsp injury of unspecified middle and inner ear, subs encntr
S09.309S@Unsp injury of unspecified middle and inner ear, sequela
S09.311A@Primary blast injury of right ear, initial encounter
S09.311D@Primary blast injury of right ear, subsequent encounter
S09.311S@Primary blast injury of right ear, sequela
S09.312A@Primary blast injury of left ear, initial encounter
S09.312D@Primary blast injury of left ear, subsequent encounter
S09.312S@Primary blast injury of left ear, sequela
S09.313A@Primary blast injury of ear, bilateral, initial encounter
S09.313D@Primary blast injury of ear, bilateral, subsequent encounter
S09.313S@Primary blast injury of ear, bilateral, sequela
S09.319A@Primary blast injury of unspecified ear, initial encounter
S09.319D@Primary blast injury of unspecified ear, subs encntr
S09.319S@Primary blast injury of unspecified ear, sequela
S09.391A@Oth injury of right middle and inner ear, init encntr
S09.391D@Oth injury of right middle and inner ear, subs encntr
S09.391S@Oth injury of right middle and inner ear, sequela
S09.392A@Oth injury of left middle and inner ear, init encntr
S09.392D@Oth injury of left middle and inner ear, subs encntr
S09.392S@Other specified injury of left middle and inner ear, sequela
S09.399A@Oth injury of unspecified middle and inner ear, init encntr
S09.399D@Oth injury of unspecified middle and inner ear, subs encntr
S09.399S@Oth injury of unspecified middle and inner ear, sequela
S09.8XXA@Other specified injuries of head, initial encounter
S09.8XXD@Other specified injuries of head, subsequent encounter
S09.8XXS@Other specified injuries of head, sequela
S09.90XA@Unspecified injury of head, initial encounter
S09.90XD@Unspecified injury of head, subsequent encounter
S09.90XS@Unspecified injury of head, sequela
S09.91XA@Unspecified injury of ear, initial encounter
S09.91XD@Unspecified injury of ear, subsequent encounter
S09.91XS@Unspecified injury of ear, sequela
S09.92XA@Unspecified injury of nose, initial encounter
S09.92XD@Unspecified injury of nose, subsequent encounter
S09.92XS@Unspecified injury of nose, sequela
S09.93XA@Unspecified injury of face, initial encounter
S09.93XD@Unspecified injury of face, subsequent encounter
S09.93XS@Unspecified injury of face, sequela
